Trade #,Signal Timestamp,Signal Date,Daily Source Date,4H State Timestamp,Entry Timestamp,Exit Timestamp,Direction,Signal Close,Entry Price,Exit Price,Signal 1H ATR14,Initial SL,Exit/Final Stop,High-Water Mark,Daily Close,Daily EMA50,Daily EMA200,Daily Trend OK,4H EMA50,4H EMA100,4H RSI14,4H ATR14,4H EMA Spread,0.15×ATR Threshold,4H Separation OK,4H Breakout (20 prior incl. used 4H),4H Previous Active Breakout,1H Previous Close,Fresh Breakout OK,Initial Risk Points,Gross Points,Gross P&L (₹),Charges (₹),Net P&L (₹),R Multiple,Cumulative Net (₹),Peak Net (₹),Drawdown (₹),Exit Reason,Holding Bars,Daily EMA Fast,Daily EMA Slow,4H EMA Fast,4H EMA Slow,4H RSI Min,Breakout Length,Spread Min ATR,1H ATR Length,Initial SL ATR,TSL ATR,Baseline Slippage Points/Side,Contract Qty (g),₹ per Price Point / Lot
141,2025-01-29 09:00:00+05:30,2025-01-29,2025-01-28,2025-01-28T21:00:00+05:30,2025-01-29 10:00:00+05:30,2025-01-29 21:00:00+05:30,LONG,80264.0,80280.0,80252.1466421504,122.96627089992461,80034.06745820015,80262.1466421504,80730.0,80163.0,77514.27108247745,73590.93594447838,True,79095.11937916772,78356.47209790073,64.48226112183971,274.1119946883071,738.6472812669963,41.11679920324607,True,80221.0,80221.0,80199.0,True,245.93254179984797,-27.85335784959898,-278.5335784959898,192.94883716499987,-471.48241566098966,-0.19171208991313776,220372.49555941013,220843.97797507112,-471.48241566098295,intrabar_stop,11,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
142,2025-01-30 13:00:00+05:30,2025-01-30,2025-01-29,2025-01-30T09:00:00+05:30,2025-01-30 14:00:00+05:30,2025-02-01 09:00:00+05:30,LONG,80750.0,80766.0,81190.0,169.39913420452174,80427.20173159096,81486.20034395279,82094.0,80310.0,77623.90751061561,73657.79230323978,True,79326.80670505224,78548.19805103494,68.27778421541055,291.4795022977881,778.6086540172982,43.721925344668215,True,80748.0,80730.0,80624.0,True,338.7982684090384,424.0,4240.0,194.42240887999998,4045.57759112,1.1940963010577395,224418.07315053014,224418.07315053014,0.0,gap_stop,25,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
143,2025-02-04 20:00:00+05:30,2025-02-04,2025-02-03,2025-02-04T13:00:00+05:30,2025-02-04 21:00:00+05:30,2025-02-06 20:00:00+05:30,LONG,83150.0,83160.0,83547.60950180753,222.8385689582168,82714.32286208357,83557.60950180753,84274.0,82625.0,78260.86120118301,73981.74563140007,True,80536.98709273525,79437.09899539,71.03658024276984,450.7893121838046,1099.888097345247,67.61839682757069,True,83060.0,83060.0,83007.0,True,445.67713791642745,387.60950180752843,3876.0950180752843,198.7222190761742,3677.3727989991103,0.8251203586953307,228095.44594952924,228095.44594952924,0.0,intrabar_stop,29,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
144,2025-02-07 19:00:00+05:30,2025-02-07,2025-02-06,2025-02-07T13:00:00+05:30,2025-02-07 20:00:00+05:30,2025-02-11 13:00:00+05:30,LONG,84360.0,84376.0,85097.36848469432,204.58790995807522,83966.82418008384,85107.36848469432,85875.0,83856.0,78873.03483168602,74267.9897614802,True,81794.65179191483,80372.65745053957,75.33358352266036,443.67269236108325,1421.9943413752626,66.55090385416248,True,84274.0,84274.0,84079.0,True,409.1758199161559,721.3684846943215,7213.684846943215,201.36697651061047,7012.317870432605,1.7137664370953047,235107.76381996184,235107.76381996184,0.0,intrabar_stop,23,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
145,2025-02-19 11:00:00+05:30,2025-02-19,2025-02-18,2025-02-18T21:00:00+05:30,2025-02-19 12:00:00+05:30,2025-02-19 21:00:00+05:30,LONG,85950.0,85957.0,85776.76044386938,166.56248879794273,85623.87502240411,85786.76044386938,86350.0,85742.0,80555.1954257799,75093.56457971301,True,84093.63241634486,82492.33642993355,65.09335703401698,407.77831743916676,1601.2959864113072,61.16674761587501,True,85856.0,85856.0,85698.0,True,333.12497759588587,-180.23955613061844,-1802.3955613061844,203.0587239853723,-2005.4542852915567,-0.6020125839150898,233102.3095346703,235107.76381996184,-2005.4542852915474,intrabar_stop,9,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
146,2025-03-12 21:00:00+05:30,2025-03-12,2025-03-11,2025-03-12T17:00:00+05:30,2025-03-12 22:00:00+05:30,2025-03-20 16:00:00+05:30,LONG,86647.0,86640.0,88424.54407351621,187.59884970370902,86264.80230059258,88434.54407351621,89000.0,86113.0,82861.69419621283,76565.37907184601,True,85641.68701461412,84783.8131453858,58.05338303958579,366.8968473277797,857.8738692283223,55.03452709916696,True,86347.0,86315.0,86245.0,True,375.19769940742117,1784.544073516212,17845.44073516212,206.86892235727774,17638.571812804843,4.7011407161245415,250740.88134747514,250740.88134747514,0.0,intrabar_stop,76,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
147,2025-03-28 09:00:00+05:30,2025-03-28,2025-03-27,2025-03-27T21:00:00+05:30,2025-03-28 10:00:00+05:30,2025-04-01 21:00:00+05:30,LONG,88641.0,88655.0,90063.54377328373,219.23431422078383,88216.53137155843,90073.54377328373,90920.0,88213.0,84776.73238996246,77844.66247602025,True,87519.86619295615,86604.04465740944,58.6456859378103,386.3258365027485,915.821535546711,57.948875475412265,True,88483.0,88690.0,88216.0,True,438.46862844156567,1408.5437732837308,14085.437732837308,210.03628088457964,13875.401451952728,3.16451407282423,264616.28279942786,264616.28279942786,0.0,intrabar_stop,33,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
148,2025-04-11 09:00:00+05:30,2025-04-11,2025-04-10,2025-04-10T21:00:00+05:30,2025-04-11 10:00:00+05:30,2025-04-17 19:00:00+05:30,LONG,92973.0,92983.0,94465.85175887501,627.5595720446258,91727.88085591074,94475.85175887501,95476.0,91646.0,86258.11755146153,78932.40293545734,True,88885.2001115526,88003.11984605345,65.76572249354658,955.3335280056525,882.0802654991567,143.30002920084786,True,91948.0,91848.0,91721.0,True,1255.119144089258,1482.851758875011,14828.51758875011,217.99294912357334,14610.524639626537,1.164074718199622,279226.8074390544,279226.8074390544,0.0,intrabar_stop,61,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
149,2025-04-21 09:00:00+05:30,2025-04-21,2025-04-17,2025-04-17T21:00:00+05:30,2025-04-21 10:00:00+05:30,2025-04-22 14:00:00+05:30,LONG,95910.0,95930.0,98008.77128719431,467.8498876043906,94994.30022479122,98018.77128719431,99704.0,94784.0,87638.00672054107,79659.32883019258,True,91452.49563618343,89759.09104891813,66.47216073633244,757.503565875482,1693.4045872653078,113.6255348813223,True,95476.0,95476.0,94799.0,True,935.6997752087773,2078.7712871943077,20787.712871943077,224.1240340682244,20563.588837874853,2.1976695284859527,299790.3962769293,299790.3962769293,0.0,intrabar_stop,19,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
150,2025-05-06 18:00:00+05:30,2025-05-06,2025-05-05,2025-05-06T13:00:00+05:30,2025-05-06 19:00:00+05:30,2025-05-08 11:00:00+05:30,LONG,96856.0,96869.0,96385.15250174131,358.9715248481043,96151.05695030378,96395.15250174131,97500.0,94667.0,90226.4927817027,81258.06992156249,True,94220.17481622162,92803.03621964871,63.289554532740226,910.9819628989876,1417.1385965729132,136.64729443484813,True,96800.0,96800.0,96434.0,True,717.9430496962159,-483.8474982586922,-4838.474982586922,222.4773663892276,-5060.95234897615,-0.7049239283140349,294729.44392795314,299790.3962769293,-5060.952348976163,intrabar_stop,22,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
151,2025-05-20 23:00:00+05:30,2025-05-20,2025-05-19,2025-05-20T17:00:00+05:30,2025-05-21 09:00:00+05:30,2025-05-22 16:00:00+05:30,LONG,94800.0,95187.0,95167.9616150365,304.34121763971643,94578.31756472056,95177.9616150365,96243.0,93314.0,91572.9538505452,82513.56964409145,True,93844.30974514957,93476.6242217694,58.66530875651256,788.4335373075107,367.68552338017616,118.2650305961266,True,94746.0,94100.0,94691.0,False,608.6824352794356,-19.038384963496355,-190.38384963496355,220.03088269323547,-410.414732328199,-0.06742674152241385,294319.0291956249,299790.3962769293,-5471.367081304372,intrabar_stop,22,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
152,2025-06-02 17:00:00+05:30,2025-06-02,2025-05-30,2025-06-02T13:00:00+05:30,2025-06-02 18:00:00+05:30,2025-06-05 20:00:00+05:30,LONG,96990.0,97002.0,97786.03852633141,309.0406790076081,96383.91864198478,97796.03852633141,98658.0,94712.0,92704.77025901718,83616.31578099598,True,95047.87542536443,94467.46423586215,65.85163023372816,618.803603875984,580.4111895022797,92.8205405813976,True,96980.0,96971.0,96841.0,True,618.0813580152171,784.0385263314092,7840.385263314092,224.37725863167094,7616.008004682421,1.2322015388296044,301935.03720030736,301935.03720030736,0.0,intrabar_stop,47,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
153,2025-06-13 09:00:00+05:30,2025-06-13,2025-06-12,2025-06-12T21:00:00+05:30,2025-06-13 10:00:00+05:30,2025-06-16 18:00:00+05:30,LONG,99400.0,99400.0,98928.92230796312,401.21486614525594,98597.57026770948,98938.92230796312,99929.0,97786.0,94024.97067149739,84775.72397784697,True,96572.95160462936,95777.71502528197,61.16492610957715,579.3003662221231,795.2365793473873,86.89505493331846,True,98076.0,98076.0,97795.0,True,802.4297322905186,-471.07769203688076,-4710.776920368808,227.0902638003696,-4937.867184169178,-0.6153644344750463,296997.1700161382,301935.03720030736,-4937.867184169183,intrabar_stop,23,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
154,2025-07-01 14:00:00+05:30,2025-07-01,2025-06-30,2025-07-01T09:00:00+05:30,2025-07-01 15:00:00+05:30,2025-07-03 15:00:00+05:30,LONG,97217.0,97230.0,97105.13543561299,269.94235040341823,96690.11529919316,97115.13543561299,97795.0,95678.0,95364.67873271675,86234.94337348574,True,96930.02325139784,96751.04262215225,56.14172333336813,585.1618836410624,178.98062924559053,87.77428254615937,True,97210.0,98294.0,97109.0,True,539.8847008068406,-124.86456438701134,-1248.6456438701134,223.60247044707307,-1472.2481143171865,-0.2726967650902051,295524.921901821,301935.03720030736,-6410.115298486373,intrabar_stop,30,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
155,2025-07-14 11:00:00+05:30,2025-07-14,2025-07-11,2025-07-11T21:00:00+05:30,2025-07-14 12:00:00+05:30,2025-07-14 20:00:00+05:30,LONG,98102.0,98118.0,97634.6024097499,236.69879512504662,97644.6024097499,97644.6024097499,98398.0,97759.0,95856.7058172829,87161.02204918425,True,96934.65595797304,96843.21036108992,61.79118628471701,431.3739963637111,91.4455968831171,64.70609945455666,True,97993.0,97993.0,97972.0,True,473.397590250097,-483.397590250097,-4833.97590250097,224.74608889990466,-5058.721991400875,-1.0685990160466048,290466.1999104201,301935.03720030736,-11468.837289887248,intrabar_stop,8,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
156,2025-07-21 10:00:00+05:30,2025-07-21,2025-07-18,2025-07-18T21:00:00+05:30,2025-07-21 11:00:00+05:30,2025-07-22 10:00:00+05:30,LONG,98441.0,98451.0,99035.36375001715,189.1230748361863,98072.75385032763,99045.36375001715,99825.0,97965.0,96178.83567618864,87671.57288825065,True,97338.96714005193,97116.86879228642,58.20337271929167,451.10900891210076,222.09834776550997,67.66635133681511,True,98398.0,98398.0,98104.0,True,378.24614967236994,584.3637500171462,5843.637500171462,226.74741405774745,5616.8900861137145,1.484982752892254,296083.0899965338,301935.03720030736,-5851.9472037735395,intrabar_stop,14,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
157,2025-07-22 18:00:00+05:30,2025-07-22,2025-07-21,2025-07-22T13:00:00+05:30,2025-07-22 19:00:00+05:30,2025-07-23 21:00:00+05:30,LONG,99880.0,99886.0,99612.88884290056,229.03010115383597,99427.93979769232,99622.88884290056,100421.0,99217.0,96297.97937516164,87786.45276000936,True,97689.37170332683,97326.70055193773,68.33512142676423,467.0515676129324,362.67115138910594,70.05773514193986,True,99825.0,99825.0,99540.0,True,458.060202307679,-273.1111570994399,-2731.111570994399,228.23175662873706,-2959.343327623136,-0.6460599093119522,293123.74666891067,301935.03720030736,-8811.290531396691,intrabar_stop,17,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
158,2025-08-04 09:00:00+05:30,2025-08-04,2025-08-01,2025-08-01T21:00:00+05:30,2025-08-04 10:00:00+05:30,2025-08-06 15:00:00+05:30,LONG,99725.0,99741.0,100209.45296469991,281.4152224493601,99178.16955510128,100219.45296469991,100990.0,99240.0,96978.54319700424,88714.67247602463,True,98257.85498638108,97903.62087284793,62.07345637136908,502.5806958754467,354.2341135331517,75.387104381317,True,99463.0,99463.0,99255.0,True,562.8304448987183,468.45296469991445,4684.5296469991445,228.93839346876823,4455.591253530376,0.7916400567727218,297579.337922441,301935.03720030736,-4355.699277866341,intrabar_stop,35,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
159,2025-08-07 12:00:00+05:30,2025-08-07,2025-08-06,2025-08-06T21:00:00+05:30,2025-08-07 13:00:00+05:30,2025-08-07 13:00:00+05:30,LONG,101340.0,101350.0,100854.66001500121,242.66999249939187,100864.66001500121,100864.66001500121,101350.0,100687.0,97397.9893599321,89068.4992721459,True,99107.35480631705,98452.44639312147,64.5902316567983,499.3957200348022,654.9084131955751,74.90935800522033,True,100990.0,100990.0,100909.0,True,485.3399849987909,-495.3399849987909,-4953.399849987909,230.5996512064213,-5183.99950119433,-1.0681171264319476,292395.3384212467,301935.03720030736,-9539.69877906068,intrabar_stop,0,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
160,2025-08-25 15:00:00+05:30,2025-08-25,2025-08-22,2025-08-25T09:00:00+05:30,2025-08-25 16:00:00+05:30,2025-09-01 19:00:00+05:30,LONG,99985.0,100002.0,103744.00992696072,180.09858867971008,99641.80282264057,103754.00992696072,104948.0,99857.0,98159.43418302065,90164.13122868829,True,99325.9217357659,99063.39414549939,63.00170736268281,396.1736969233026,262.5275902665162,59.426054538495386,True,99975.0,99975.0,99855.0,True,360.19717735942686,3742.0099269607163,37420.09926960716,233.69410606426607,37186.4051635429,10.32390243481448,329581.74358478957,329581.74358478957,0.0,intrabar_stop,70,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
161,2025-09-02 09:00:00+05:30,2025-09-02,2025-09-01,2025-09-01T21:00:00+05:30,2025-09-02 10:00:00+05:30,2025-09-04 09:00:00+05:30,LONG,105110.0,105131.0,105990.0,375.73378518777474,104379.53242962445,106159.14706553525,107136.0,103904.0,98933.29489055905,90836.92267425137,True,100831.89227013638,100006.46984489914,85.24415771521127,512.6195561843715,825.4224252372369,76.89293342765572,True,104948.0,104948.0,104089.0,True,751.4675703755493,859.0,8590.0,239.23724558000004,8350.76275442,1.1112605631466796,337932.50633920956,337932.50633920956,0.0,gap_stop,29,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
162,2025-09-05 18:00:00+05:30,2025-09-05,2025-09-04,2025-09-05T13:00:00+05:30,2025-09-05 19:00:00+05:30,2025-09-09 20:00:00+05:30,LONG,107255.0,107265.0,108684.08297191918,317.97355370614343,106629.05289258772,108694.08297191918,109749.0,106310.0,99774.30294969039,91295.81219909497,True,103121.63843108657,101502.31563134937,75.06953873658874,589.9204352065079,1619.3227997372014,88.48806528097619,True,107136.0,107136.0,106652.0,True,635.9471074122848,1419.0829719191825,14190.829719191825,243.84508154561084,13946.984637646214,2.193104501158518,351879.4909768558,351879.4909768558,0.0,intrabar_stop,31,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
163,2025-09-15 21:00:00+05:30,2025-09-15,2025-09-12,2025-09-15T17:00:00+05:30,2025-09-15 22:00:00+05:30,2025-09-17 09:00:00+05:30,LONG,110188.0,110188.0,109821.32456122675,241.0396491744068,109705.9207016512,109831.32456122675,110550.0,109237.0,101674.93199264651,92306.87371819933,True,106750.74988109176,104377.57642536097,71.12533181242455,480.33404374765087,2373.1734557307936,72.05010656214763,True,109749.0,109749.0,109570.0,True,482.07929834880633,-366.6754387732508,-3666.754387732508,246.81739633959336,-3913.5717840721013,-0.8118107949203938,347965.9191927837,351879.4909768558,-3913.57178407209,intrabar_stop,17,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
164,2025-09-22 11:00:00+05:30,2025-09-22,2025-09-19,2025-09-19T21:00:00+05:30,2025-09-22 12:00:00+05:30,2025-09-24 20:00:00+05:30,LONG,110699.0,110705.0,112970.83761670801,270.0308352297961,110164.93832954041,112980.83761670801,114150.0,109715.0,103125.23740009654,93154.42736852694,True,108111.41922978057,105864.02123067928,58.251195052977835,528.7015595445266,2247.3979991012893,79.30523393167898,True,110550.0,110550.0,110449.0,True,540.0616704595886,2265.8376167080132,22658.376167080132,251.19952208590175,22407.17664499423,4.149003321403254,370373.09583777795,370373.09583777795,0.0,intrabar_stop,38,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
165,2025-09-29 09:00:00+05:30,2025-09-29,2025-09-26,2025-09-26T21:00:00+05:30,2025-09-29 10:00:00+05:30,2025-09-30 13:00:00+05:30,LONG,115078.0,115098.0,115874.91049533975,421.7667842297984,114254.46643154041,115884.91049533975,117242.0,113664.0,104901.4234785743,94117.93364745211,True,110756.5493084117,108176.87942468157,69.50953930416591,673.5159351807333,2579.6698837301374,101.02739027711,True,114150.0,114150.0,113900.0,True,843.5335684595921,776.9104953397473,7769.104953397473,257.22954746969447,7511.875405927778,0.8905247742120675,377884.9712437057,377884.9712437057,0.0,intrabar_stop,18,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
166,2025-10-01 13:00:00+05:30,2025-10-01,2025-09-30,2025-10-01T09:00:00+05:30,2025-10-01 14:00:00+05:30,2025-10-03 09:00:00+05:30,LONG,117618.0,117611.0,116360.0,494.6940300689866,116621.61193986202,116621.61193986202,117672.0,116573.0,105767.2801891799,94554.31222922086,True,112384.84632648059,109485.72997918626,73.79085736148963,856.6392191980234,2899.11634729433,128.49588287970352,True,117242.0,117242.0,116984.0,True,989.3880601379788,-1251.0,-12510.0,259.14058858,-12769.14058858,-1.290609933861465,365115.8306551257,377884.9712437057,-12769.14058857999,gap_stop,10,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
167,2025-10-06 09:00:00+05:30,2025-10-06,2025-10-03,2025-10-03T21:00:00+05:30,2025-10-06 10:00:00+05:30,2025-10-09 19:00:00+05:30,LONG,118837.0,118833.0,121842.48788626178,445.3432033779595,117942.31359324408,121852.48788626178,123108.0,117370.0,106644.3074718266,95002.13664486956,True,113546.44349680009,110485.3489893598,69.82654438892,771.7156110730737,3061.0945074402844,115.75734166096105,True,117700.0,117700.0,117350.0,True,890.6864067559218,3009.487886261777,30094.87886261777,266.9323246454727,29827.946537972297,3.3488718713707915,394943.77719309804,394943.77719309804,0.0,intrabar_stop,54,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
168,2025-10-13 10:00:00+05:30,2025-10-13,2025-10-10,2025-10-10T21:00:00+05:30,2025-10-13 11:00:00+05:30,2025-10-14 11:00:00+05:30,LONG,123113.0,123096.0,124315.86332463745,759.0264061875835,121577.94718762483,124325.86332463745,126472.0,120727.0,109177.57651562951,96250.91041755056,True,117608.65855901263,113905.55457801343,57.94766258219921,1092.2428803402543,3703.103980999207,163.83643205103814,True,123108.0,123108.0,122613.0,True,1518.052812375172,1219.863324637452,12198.63324637452,272.3329689913593,11926.300277383161,0.7856314470853661,406870.0774704812,406870.0774704812,0.0,intrabar_stop,15,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
169,2025-10-14 12:00:00+05:30,2025-10-14,2025-10-13,2025-10-13T21:00:00+05:30,2025-10-14 13:00:00+05:30,2025-10-17 17:00:00+05:30,LONG,125095.0,125110.0,129507.69194449355,794.6925628808624,123520.61487423828,129517.69194449355,131698.0,123964.0,109757.43626011463,96526.66255269932,True,118487.77396793601,114646.92032672153,70.5809305052968,1065.0064792117348,3840.853641214475,159.75097188176022,True,124149.0,123850.0,124569.0,False,1589.3851257617207,4397.691944493548,43976.91944493548,280.14684870955864,43696.77259622593,2.749287877932294,450566.8500667071,450566.8500667071,0.0,intrabar_stop,49,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
170,2025-11-10 13:00:00+05:30,2025-11-10,2025-11-07,2025-11-10T09:00:00+05:30,2025-11-10 14:00:00+05:30,2025-11-11 20:00:00+05:30,LONG,123075.0,123100.0,123944.26244222645,417.48720856695394,122265.02558286609,123954.26244222645,125287.0,121056.0,116436.80754700468,101054.95770603484,True,121274.00428109002,120157.09761398144,62.64290595075968,1008.2243691121146,1116.9066671085748,151.23365536681717,True,123068.0,122294.0,122920.0,False,834.9744171339116,844.2624422264489,8442.62442226449,271.84895438918335,8170.775467875305,0.9785659656402254,458737.6255345824,458737.6255345824,0.0,intrabar_stop,21,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
171,2025-11-12 20:00:00+05:30,2025-11-12,2025-11-11,2025-11-12T13:00:00+05:30,2025-11-12 21:00:00+05:30,2025-11-14 10:00:00+05:30,LONG,125430.0,125469.0,126106.2342312831,463.87338492978313,124541.25323014043,126116.2342312831,127824.0,123897.0,117010.44787403238,101507.2641795175,True,122114.66808214814,120796.98290731244,63.97238761006365,911.7579037283274,1317.6851748357003,136.7636855592491,True,125287.0,125287.0,124520.0,True,927.7467698595719,637.2342312831024,6372.342312831024,275.88017486983364,6096.462137961191,0.6571256657551047,464834.0876725436,464834.0876725436,0.0,intrabar_stop,19,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
172,2025-11-26 09:00:00+05:30,2025-11-26,2025-11-25,2025-11-25T21:00:00+05:30,2025-11-26 10:00:00+05:30,2025-12-02 21:00:00+05:30,LONG,125236.0,125255.0,127961.07119329217,441.15669293219355,124372.68661413561,127971.07119329217,129600.0,124916.0,119286.68642460501,103643.6233648078,True,123314.8547923125,122344.61198490387,59.344059463428366,1027.1467174400643,970.2428074086347,154.07200761600964,True,125162.0,125162.0,124870.0,True,882.313385864385,2706.0711932921695,27060.711932921695,278.1975567994023,26782.514376122293,3.0354877082459755,491616.60204866587,491616.60204866587,0.0,intrabar_stop,71,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
173,2025-12-03 09:00:00+05:30,2025-12-03,2025-12-02,2025-12-02T21:00:00+05:30,2025-12-03 10:00:00+05:30,2025-12-04 11:00:00+05:30,LONG,129601.0,129587.0,128637.52665117868,543.6226986089594,128499.75460278208,128647.52665117868,130155.0,128666.0,120689.57138080083,104781.44501226286,True,125437.97246219458,123886.91007837746,68.48912271433011,881.0850635905535,1551.062383817116,132.16275953858303,True,129600.0,129600.0,128620.0,True,1087.245397217921,-949.4733488213242,-9494.733488213242,281.2829163692087,-9776.016404582451,-0.8991545450178627,481840.5856440834,491616.60204866587,-9776.016404582479,intrabar_stop,16,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
174,2025-12-11 21:00:00+05:30,2025-12-11,2025-12-10,2025-12-11T17:00:00+05:30,2025-12-11 22:00:00+05:30,2025-12-12 20:00:00+05:30,LONG,130230.0,130256.0,131714.0775307586,325.43479432347596,129605.13041135305,131724.0775307586,133235.0,128500.0,122441.70624186684,106186.69977176606,True,127800.8450822757,126030.36645311264,62.588891043676306,699.3949701471349,1770.478629163059,104.90924552207024,True,130200.0,130200.0,129765.0,True,650.8695886469504,1458.077530758601,14580.77530758601,285.6468220086816,14295.128485577328,2.196312246712052,496135.71412966074,496135.71412966074,0.0,intrabar_stop,13,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
175,2025-12-15 11:00:00+05:30,2025-12-15,2025-12-12,2025-12-12T21:00:00+05:30,2025-12-15 12:00:00+05:30,2025-12-15 21:00:00+05:30,LONG,133467.0,133480.0,132172.06205247872,648.9689737606402,132182.06205247872,132182.06205247872,133633.0,131645.0,123121.49814945109,106683.52213216772,True,128510.74979962048,126571.0060744161,64.18384924516207,956.6536183785778,1939.7437252043746,143.49804275678667,True,133282.0,133282.0,132948.0,True,1297.9379475212772,-1307.9379475212772,-13079.379475212772,287.88358412340114,-13367.263059336174,-1.0298846015608187,482768.4510703246,496135.71412966074,-13367.263059336168,intrabar_stop,9,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
176,2025-12-22 10:00:00+05:30,2025-12-22,2025-12-19,2025-12-19T21:00:00+05:30,2025-12-22 11:00:00+05:30,2025-12-23 19:00:00+05:30,LONG,133860.0,133850.0,135703.4886776948,430.73631245337407,132988.52737509325,135713.4886776948,136888.0,132427.0,124852.18644319815,107950.84163050751,True,130777.22654459564,128573.88444339718,55.53120501970144,802.8773119092558,2203.342101198461,120.43159678638837,True,133633.0,133633.0,133538.0,True,861.4726249067462,1853.4886776948115,18534.886776948115,292.69057212065127,18242.196204827465,2.1175595924249095,501010.64727515203,501010.64727515203,0.0,intrabar_stop,23,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
177,2025-12-26 09:00:00+05:30,2025-12-26,2025-12-24,2025-12-24T21:00:00+05:30,2025-12-26 10:00:00+05:30,2025-12-29 12:00:00+05:30,LONG,137021.0,137034.0,137071.452107827,409.79606418283765,136214.40787163432,137081.452107827,138300.0,136104.0,126060.1350073186,108765.59718776184,True,132563.26066814768,130033.63685472973,67.19074442660256,871.045559720572,2529.623813417944,130.6568339580858,True,136888.0,136888.0,136130.0,True,819.592128365679,37.45210782700451,374.5210782700451,296.09724924799553,78.42382902204957,0.009568641072533468,501089.0711041741,501089.0711041741,0.0,intrabar_stop,17,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
178,2026-01-06 09:00:00+05:30,2026-01-06,2026-01-05,2026-01-05T21:00:00+05:30,2026-01-06 10:00:00+05:30,2026-01-07 17:00:00+05:30,LONG,138470.0,138490.0,137772.0707038358,481.35439448028296,137527.29121103944,137782.0707038358,139070.0,138056.0,128411.60186957422,110582.9060755466,True,134817.26060790033,132436.71218817434,63.87699938168021,1082.1390923270574,2380.548419725994,162.3208638490586,True,138222.0,138222.0,138119.0,True,962.7087889605609,-717.9292961641913,-7179.292961641913,297.7532632392032,-7477.046224881116,-0.7766674939110197,493612.02487929293,501089.0711041741,-7477.046224881138,intrabar_stop,22,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
179,2026-01-09 20:00:00+05:30,2026-01-09,2026-01-08,2026-01-09T13:00:00+05:30,2026-01-09 21:00:00+05:30,2026-01-15 17:00:00+05:30,LONG,139218.0,139261.0,142014.9853353346,415.15269015346564,138430.69461969307,142024.9853353346,143350.0,137683.0,129519.07313441692,111399.63148762593,True,136165.9983706914,133791.51865362993,58.42857003096404,871.5511642472973,2374.4797170614765,130.7326746370946,True,139070.0,139070.0,138780.0,True,830.3053803069342,2753.9853353346116,27539.853353346116,303.694563298911,27236.158790047204,3.280258015427886,520848.18366934016,520848.18366934016,0.0,intrabar_stop,48,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
